# x	AxA	BxB	3Ax4B	4Ax3B
-2.103999999998659405e+03 1.000000136993160149e+00 1.000000010634268799e+00 9.999998805358110143e-01 1.000000054994603982e+00
-2.102399999998659041e+03 1.000000127050813203e+00 9.999999880879398839e-01 9.999998595130576984e-01 1.000000044667990196e+00
-2.100799999998658677e+03 1.000000123942754504e+00 9.999999902057716827e-01 9.999998393923424933e-01 1.000000031054840477e+00
-2.099199999998658313e+03 1.000000133862714469e+00 1.000000029723898010e+00 9.999998347667621301e-01 1.000000034229617141e+00
-2.097599999998657950e+03 1.000000144115848588e+00 1.000000069525070812e+00 9.999998519944665043e-01 1.000000054071175537e+00
-2.095999999998657586e+03 1.000000144654249024e+00 1.000000082064030904e+00 9.999998787105256470e-01 1.000000077289525446e+00
-2.094399999998657222e+03 1.000000119902581641e+00 1.000000065313122022e+00 9.999999060279998186e-01 1.000000105379045712e+00
-2.092799999998656858e+03 1.000000077242835017e+00 1.000000027551218418e+00 9.999999377283459445e-01 1.000000127515554560e+00
-2.091199999998656494e+03 1.000000020620370522e+00 9.999999973996482883e-01 9.999999704417639190e-01 1.000000159195162386e+00
-2.089599999998656131e+03 9.999999536391583899e-01 9.999999740848933838e-01 1.000000005230838873e+00 1.000000189274813156e+00
-2.087999999998655767e+03 9.999998866113536389e-01 9.999999605161331573e-01 1.000000033624746321e+00 1.000000222263497829e+00
-2.086399999998655403e+03 9.999998260214457702e-01 9.999999595885576964e-01 1.000000054321890097e+00 1.000000250153477488e+00
-2.084799999998655039e+03 9.999997846874497665e-01 9.999999519731139763e-01 1.000000070025038656e+00 1.000000260847910827e+00
-2.083199999998654675e+03 9.999997669081124307e-01 9.999999254512339508e-01 1.000000068845172008e+00 1.000000265700594859e+00
-2.081599999998654312e+03 9.999997636606092755e-01 9.999998828224120340e-01 1.000000046434614598e+00 1.000000256080274097e+00
-2.079999999998653948e+03 9.999997668305369292e-01 9.999998707493269468e-01 1.000000022058312510e+00 1.000000231160225184e+00
-2.078399999998653584e+03 9.999997770432706989e-01 9.999998948766636309e-01 1.000000010659504168e+00 1.000000188866301265e+00
-2.076799999998653220e+03 9.999998030127463799e-01 9.999999212340149324e-01 1.000000012175378261e+00 1.000000152778319773e+00
-2.075199999998652856e+03 9.999998455292095079e-01 9.999999305390937510e-01 1.000000026407888543e+00 1.000000116947756146e+00
-2.073599999998652493e+03 9.999998964121927791e-01 9.999999165024067160e-01 1.000000064708378433e+00 1.000000067803435533e+00
-2.071999999998652129e+03 9.999999214313440854e-01 9.999998986150085978e-01 1.000000110350611982e+00 1.000000020674625123e+00
-2.070399999998651765e+03 9.999999064773879009e-01 9.999998936001811556e-01 1.000000129161318085e+00 9.999999869600330049e-01
-2.068799999998651401e+03 9.999998650675963052e-01 9.999999054929130660e-01 1.000000125157769704e+00 9.999999699684583021e-01
-2.067199999998651037e+03 9.999998208822579171e-01 9.999999228778002625e-01 1.000000122251541113e+00 9.999999726323096638e-01
-2.065599999998650674e+03 9.999998192444667922e-01 9.999999315534495725e-01 1.000000141388692754e+00 1.000000006232572680e+00
-2.063999999998650310e+03 9.999998623183550261e-01 9.999999379109122399e-01 1.000000175781526446e+00 1.000000062904683462e+00
-2.062399999998649946e+03 9.999999166564736974e-01 9.999999442543219264e-01 1.000000206653570700e+00 1.000000112785041084e+00
-2.060799999998649582e+03 9.999999533151440190e-01 9.999999451958885288e-01 1.000000215087062605e+00 1.000000139073396577e+00
-2.059199999998649218e+03 9.999999732936003527e-01 9.999999359198552540e-01 1.000000196082889925e+00 1.000000149519141512e+00
-2.057599999998648855e+03 9.999999826565881822e-01 9.999999071139794582e-01 1.000000145944175189e+00 1.000000142705838035e+00
-2.055999999998648491e+03 9.999999937910134529e-01 9.999998711903479442e-01 1.000000091843246786e+00 1.000000107172127395e+00
-2.054399999998648127e+03 1.000000017289787158e+00 9.999998469002154833e-01 1.000000056131485460e+00 1.000000064923291188e+00
-2.052799999998647763e+03 1.000000032769246872e+00 9.999998477028932964e-01 1.000000026659777275e+00 1.000000016566533478e+00
-2.051199999998647399e+03 1.000000023837507301e+00 9.999998698613075110e-01 9.999999933921852602e-01 9.999999687780954938e-01
-2.049599999998647036e+03 1.000000001616648149e+00 9.999999009862142740e-01 9.999999636086882582e-01 9.999999368106538000e-01
-2.047999999998646672e+03 9.999999907342983496e-01 9.999999401312055225e-01 9.999999485237002217e-01 9.999999283064362476e-01
-2.046399999998646308e+03 9.999999925842423254e-01 9.999999827861121293e-01 9.999999603431518613e-01 9.999999398230519088e-01
-2.044799999998645944e+03 1.000000006621471815e+00 1.000000011442570447e+00 9.999999977126613482e-01 9.999999567841166837e-01
-2.043199999998645580e+03 1.000000019008525198e+00 1.000000021423011143e+00 1.000000044611552674e+00 9.999999676946035310e-01
-2.041599999998645217e+03 1.000000033099923691e+00 1.000000007819488168e+00 1.000000070390427931e+00 9.999999723644550365e-01
-2.039999999998644853e+03 1.000000057070983717e+00 9.999999867993665248e-01 1.000000056833609596e+00 9.999999951815976562e-01
-2.038399999998644489e+03 1.000000079532010977e+00 9.999999712788537609e-01 1.000000019576398502e+00 1.000000027268400871e+00
-2.036799999998644125e+03 1.000000083849891030e+00 9.999999650414173047e-01 9.999999907870117388e-01 1.000000037189990643e+00
-2.035199999998643762e+03 1.000000044195012761e+00 9.999999844921364511e-01 9.999999776717947153e-01 1.000000043070461864e+00
-2.033599999998643398e+03 9.999999801586448855e-01 1.000000009459836914e+00 9.999999916214826756e-01 1.000000039813683683e+00
-2.031999999998643034e+03 9.999999419138015933e-01 1.000000020234483644e+00 9.999999966110689753e-01 1.000000048483050685e+00
-2.030399999998642670e+03 9.999999555654729422e-01 1.000000016387223578e+00 9.999999779108641462e-01 1.000000068299420564e+00
-2.028799999998642306e+03 9.999999941061474829e-01 1.000000011982925541e+00 9.999999461105684162e-01 1.000000083810144380e+00
-2.027199999998641943e+03 1.000000014765911382e+00 1.000000030842954191e+00 9.999999179970933127e-01 1.000000070669020413e+00
-2.025599999998641579e+03 1.000000024334639637e+00 1.000000054367723212e+00 9.999999042436177321e-01 1.000000016634546185e+00
-2.023999999998641215e+03 1.000000033257348431e+00 1.000000068477695070e+00 9.999999108237257461e-01 9.999999470045529693e-01
-2.022399999998640851e+03 1.000000043812441231e+00 1.000000072462863487e+00 9.999999404894761579e-01 9.999998903339658574e-01
-2.020799999998640487e+03 1.000000053124919352e+00 1.000000077789350961e+00 9.999999943370937450e-01 9.999998654075814564e-01
-2.019199999998640124e+03 1.000000057720103364e+00 1.000000089962073346e+00 1.000000063592697996e+00 9.999998585568218301e-01
-2.017599999998639760e+03 1.000000068834187683e+00 1.000000087884775013e+00 1.000000129152405881e+00 9.999998604740916175e-01
-2.015999999998639396e+03 1.000000071927202194e+00 1.000000056011046468e+00 1.000000174642527551e+00 9.999998683527021592e-01
-2.014399999998639032e+03 1.000000072400790030e+00 1.000000005591159313e+00 1.000000198551797226e+00 9.999998768291811224e-01
-2.012799999998638668e+03 1.000000063407377127e+00 9.999999651448046034e-01 1.000000215573668694e+00 9.999998856367100508e-01
-2.011199999998638305e+03 1.000000062217630603e+00 9.999999614504464507e-01 1.000000219658296441e+00 9.999998918929939862e-01
-2.009599999998637941e+03 1.000000061081675717e+00 9.999999804239537715e-01 1.000000195778552481e+00 9.999999169898953211e-01
-2.007999999998637577e+03 1.000000032715799847e+00 1.000000001182173248e+00 1.000000150864042370e+00 9.999999497825169392e-01
-2.006399999998637213e+03 9.999999622565743929e-01 1.000000012518465375e+00 1.000000099513943086e+00 9.999999730553436050e-01
-2.004799999998636849e+03 9.999998717631710665e-01 1.000000011203385553e+00 1.000000058012252113e+00 9.999999718016394645e-01
-2.003199999998636486e+03 9.999998286458416930e-01 1.000000001705186214e+00 1.000000036870766218e+00 9.999999739986438207e-01
-2.001599999998636122e+03 9.999998342685167962e-01 9.999999912184655004e-01 1.000000032418381535e+00 9.999999936573296111e-01
-1.999999999998635758e+03 9.999998681904900266e-01 9.999999987332256479e-01 1.000000025181575047e+00 1.000000026546684406e+00
-1.998399999998635394e+03 9.999999129021982514e-01 1.000000015002135756e+00 1.000000015829072275e+00 1.000000063424769214e+00
-1.996799999998635030e+03 9.999999652596123223e-01 1.000000026512605000e+00 1.000000024174862112e+00 1.000000082046911931e+00
-1.995199999998634667e+03 1.000000024301209711e+00 1.000000035867598003e+00 1.000000049406495561e+00 1.000000081285838727e+00
-1.993599999998634303e+03 1.000000074431707464e+00 1.000000035031569645e+00 1.000000068087771643e+00 1.000000067140223603e+00
-1.991999999998633939e+03 1.000000099868167736e+00 1.000000026389413987e+00 1.000000085284489471e+00 1.000000045958225892e+00
-1.990399999998633575e+03 1.000000090152165955e+00 1.000000009974069126e+00 1.000000112834390054e+00 1.000000028350709336e+00
-1.988799999998633211e+03 1.000000079198745118e+00 9.999999802029816420e-01 1.000000126230091491e+00 1.000000004206286208e+00
-1.987199999998632848e+03 1.000000079336488268e+00 9.999999434597467429e-01 1.000000096776588077e+00 9.999999859385377832e-01
-1.985599999998632484e+03 1.000000084807813661e+00 9.999999016942165975e-01 1.000000031053726923e+00 9.999999754905724014e-01
-1.983999999998632120e+03 1.000000082419947312e+00 9.999998622093817513e-01 9.999999590987651565e-01 1.000000001361302182e+00
-1.982399999998631756e+03 1.000000049601683649e+00 9.999998322894467773e-01 9.999999068911823441e-01 1.000000033105727493e+00
-1.980799999998631392e+03 1.000000000454630333e+00 9.999998158979823693e-01 9.999998952994952894e-01 1.000000038369974753e+00
-1.979199999998631029e+03 9.999999401642493124e-01 9.999998079700174181e-01 9.999999098650950158e-01 1.000000026968587585e+00
-1.977599999998630665e+03 9.999998808126467909e-01 9.999997973266822049e-01 9.999999412168414370e-01 1.000000008833824339e+00
-1.975999999998630301e+03 9.999998604288407034e-01 9.999998037378099447e-01 9.999999491426928566e-01 9.999999994455848196e-01
-1.974399999998629937e+03 9.999998856133892611e-01 9.999998325896709561e-01 9.999999248819586573e-01 9.999999966810427798e-01
-1.972799999998629573e+03 9.999999365555001241e-01 9.999998731791588380e-01 9.999998947960139217e-01 1.000000011109559717e+00
-1.971199999998629210e+03 9.999999816131684982e-01 9.999999109883214166e-01 9.999998838232833087e-01 1.000000034959349637e+00
-1.969599999998628846e+03 1.000000014575602725e+00 9.999999379740575067e-01 9.999998982328970332e-01 1.000000064290256230e+00
-1.967999999998628482e+03 1.000000021901360947e+00 9.999999536244627008e-01 9.999999257341718462e-01 1.000000083758695979e+00
-1.966399999998628118e+03 1.000000021174517917e+00 9.999999636504923739e-01 9.999999642348768036e-01 1.000000087125096249e+00
-1.964799999998627754e+03 1.000000008432197829e+00 9.999999791171206853e-01 1.000000006669883534e+00 1.000000078214107191e+00
-1.963199999998627391e+03 9.999999908643144586e-01 1.000000000076534112e+00 1.000000018406588032e+00 1.000000063766478764e+00
-1.961599999998627027e+03 9.999999863722869309e-01 1.000000011833237501e+00 9.999999881938096413e-01 1.000000055551906852e+00
-1.959999999998626663e+03 9.999999935672185813e-01 1.000000000170324421e+00 9.999999401991552794e-01 1.000000050593279344e+00
-1.958399999998626299e+03 9.999999971097931484e-01 9.999999771727303699e-01 9.999999103204751938e-01 1.000000050891318049e+00
-1.956799999998625935e+03 9.999999936189141181e-01 9.999999554273477642e-01 9.999998782631651650e-01 1.000000042320331683e+00
-1.955199999998625572e+03 1.000000011283386669e+00 9.999999415489252419e-01 9.999998441264321691e-01 1.000000041200169276e+00
-1.953599999998625208e+03 1.000000045794936732e+00 9.999999291647801991e-01 9.999998240384085912e-01 1.000000068547636900e+00
-1.951999999998624844e+03 1.000000064403403055e+00 9.999999324756110308e-01 9.999998366424233120e-01 1.000000111381353252e+00
-1.950399999998624480e+03 1.000000037067022562e+00 9.999999571905273665e-01 9.999998840535492262e-01 1.000000142980407958e+00
-1.948799999998624116e+03 9.999999886627084500e-01 9.999999717527336962e-01 9.999999371130232628e-01 1.000000148180912429e+00
-1.947199999998623753e+03 9.999999594832104099e-01 9.999999777816639401e-01 9.999999882044910970e-01 1.000000139235420527e+00
-1.945599999998623389e+03 9.999999619403812101e-01 9.999999757883226703e-01 1.000000011497076180e+00 1.000000115786386257e+00
-1.943999999998623025e+03 1.000000009943328827e+00 9.999999636239028655e-01 9.999999919897403222e-01 1.000000086383177944e+00
-1.942399999998622661e+03 1.000000091453532969e+00 9.999999411342936906e-01 9.999999719289842659e-01 1.000000081497928184e+00
-1.940799999998622297e+03 1.000000191229747148e+00 9.999999128349867927e-01 9.999999758039556097e-01 1.000000093731545192e+00
-1.939199999998621934e+03 1.000000278104367313e+00 9.999998912296552689e-01 9.999999884481961532e-01 1.000000109918057323e+00
-1.937599999998621570e+03 1.000000331760217076e+00 9.999998724557523921e-01 1.000000007383228251e+00 1.000000112075956293e+00
-1.935999999998621206e+03 1.000000356188756268e+00 9.999998691225737701e-01 1.000000004968964129e+00 1.000000111337229658e+00
-1.934399999998620842e+03 1.000000348690579965e+00 9.999998780503583928e-01 9.999999551473179871e-01 1.000000098421825578e+00
-1.932799999998620478e+03 1.000000327392576605e+00 9.999998945935317796e-01 9.999998872423219165e-01 1.000000080405216929e+00
-1.931199999998620115e+03 1.000000300196070002e+00 9.999999254060161213e-01 9.999998482414358403e-01 1.000000078528825220e+00
-1.929599999998619751e+03 1.000000266766980728e+00 9.999999614774420786e-01 9.999998615808800562e-01 1.000000090289367760e+00
-1.927999999998619387e+03 1.000000238361996585e+00 9.999999992551573680e-01 9.999999126281661210e-01 1.000000117264937538e+00
-1.926399999998619023e+03 1.000000234960172429e+00 1.000000022889054874e+00 9.999999735128194400e-01 1.000000140690233907e+00
-1.924799999998618659e+03 1.000000241994852157e+00 1.000000027078243869e+00 1.000000035218566730e+00 1.000000155687026826e+00
-1.923199999998618296e+03 1.000000205256503572e+00 1.000000031314316029e+00 1.000000096100803759e+00 1.000000162533631221e+00
-1.921599999998617932e+03 1.000000136739020551e+00 1.000000052250283433e+00 1.000000140789465419e+00 1.000000162929967074e+00
-1.919999999998617568e+03 1.000000074162879615e+00 1.000000093207034979e+00 1.000000169493627800e+00 1.000000157891322239e+00
-1.918399999998617204e+03 1.000000061775464077e+00 1.000000122870819297e+00 1.000000187752419389e+00 1.000000145815726826e+00
-1.916799999998616840e+03 1.000000091252984724e+00 1.000000120523671487e+00 1.000000182921428671e+00 1.000000135109242905e+00
-1.915199999998616477e+03 1.000000136904553694e+00 1.000000090398406982e+00 1.000000159760414231e+00 1.000000120087193967e+00
-1.913599999998616113e+03 1.000000166049597183e+00 1.000000053624101159e+00 1.000000127005942874e+00 1.000000091993288986e+00
-1.911999999998615749e+03 1.000000158347469359e+00 1.000000026194267422e+00 1.000000091596530583e+00 1.000000045957222472e+00
-1.910399999998615385e+03 1.000000129524869275e+00 1.000000009544450119e+00 1.000000048097449579e+00 1.000000013350571981e+00
-1.908799999998615021e+03 1.000000091359727561e+00 9.999999899770399825e-01 1.000000010680960560e+00 1.000000008096686654e+00
-1.907199999998614658e+03 1.000000085590644350e+00 9.999999707331225229e-01 9.999999854339651773e-01 1.000000034826425743e+00
-1.905599999998614294e+03 1.000000110454835722e+00 9.999999590047616849e-01 9.999999739742332361e-01 1.000000081552613995e+00
-1.903999999998613930e+03 1.000000135616645913e+00 9.999999665080256950e-01 9.999999781831214740e-01 1.000000123968309618e+00
-1.902399999998613566e+03 1.000000136311094190e+00 9.999999897295080986e-01 9.999999875429564922e-01 1.000000146149853997e+00
-1.900799999998613202e+03 1.000000114668946782e+00 1.000000011154308144e+00 9.999999948185797072e-01 1.000000145121368922e+00
-1.899199999998612839e+03 1.000000080179223261e+00 1.000000021743659762e+00 1.000000012701860896e+00 1.000000126872653716e+00
-1.897599999998612475e+03 1.000000020975186699e+00 1.000000011250743004e+00 1.000000052203505074e+00 1.000000105104712267e+00
-1.895999999998612111e+03 9.999999640199237483e-01 9.999999928704156327e-01 1.000000093200537066e+00 1.000000092407512975e+00
-1.894399999998611747e+03 9.999999164236963445e-01 9.999999779593222726e-01 1.000000124414492708e+00 1.000000081776797334e+00
-1.892799999998611383e+03 9.999999143991200601e-01 9.999999724573325199e-01 1.000000144494850085e+00 1.000000049673612335e+00
-1.891199999998611020e+03 9.999999722168156913e-01 9.999999767096601211e-01 1.000000148150000046e+00 1.000000003005898197e+00
-1.889599999998610656e+03 1.000000056224015887e+00 9.999999715781372478e-01 1.000000139585646819e+00 9.999999547265929767e-01
-1.887999999998610292e+03 1.000000142939948988e+00 9.999999646098781669e-01 1.000000111158105387e+00 9.999999535217635183e-01
-1.886399999998609928e+03 1.000000224388488235e+00 9.999999545889897146e-01 1.000000050338579527e+00 1.000000014580913588e+00
-1.884799999998609564e+03 1.000000295070789358e+00 9.999999363037395117e-01 9.999999760795639236e-01 1.000000103517864503e+00
-1.883199999998609201e+03 1.000000313727149814e+00 9.999999334989099209e-01 9.999999107946133670e-01 1.000000176582537037e+00
-1.881599999998608837e+03 1.000000293955178643e+00 9.999999505933941935e-01 9.999998737261643900e-01 1.000000198391795880e+00
-1.879999999998608473e+03 1.000000257653106184e+00 9.999999715305001313e-01 9.999998748789153957e-01 1.000000186813305492e+00
-1.878399999998608109e+03 1.000000231790127536e+00 9.999999892049917793e-01 9.999998938335079579e-01 1.000000171926810122e+00
-1.876799999998607746e+03 1.000000235659436187e+00 1.000000008039375166e+00 9.999999072532824718e-01 1.000000167145916663e+00
-1.875199999998607382e+03 1.000000249562750909e+00 1.000000010052254362e+00 9.999999008991569127e-01 1.000000169904675884e+00
-1.873599999998607018e+03 1.000000255508140645e+00 9.999999814873957726e-01 9.999998928319883129e-01 1.000000177179074079e+00
-1.871999999998606654e+03 1.000000226304380568e+00 9.999999433219587397e-01 9.999998956551614526e-01 1.000000179497901431e+00
-1.870399999998606290e+03 1.000000194289304201e+00 9.999999132687905634e-01 9.999999028623144381e-01 1.000000164154910332e+00
-1.868799999998605927e+03 1.000000166086883135e+00 9.999999037583897632e-01 9.999998952905985172e-01 1.000000123390353934e+00
-1.867199999998605563e+03 1.000000123442303046e+00 9.999999204958504029e-01 9.999998618834120556e-01 1.000000066601584914e+00
-1.865599999998605199e+03 1.000000077835093482e+00 9.999999422476359978e-01 9.999998368627502909e-01 1.000000032020091911e+00
-1.863999999998604835e+03 1.000000043560042462e+00 9.999999565516608513e-01 9.999998398437192071e-01 1.000000028069665481e+00
-1.862399999998604471e+03 1.000000009755435126e+00 9.999999684264624378e-01 9.999998500574273086e-01 1.000000033620172868e+00
-1.860799999998604108e+03 9.999999541917716783e-01 9.999999859737941366e-01 9.999998594238641569e-01 1.000000024217855499e+00
-1.859199999998603744e+03 9.999998983343694192e-01 1.000000002813986821e+00 9.999999006748395702e-01 1.000000001074651035e+00
-1.857599999998603380e+03 9.999998560119710556e-01 1.000000009410891177e+00 9.999999805476188497e-01 9.999999757373213560e-01
-1.855999999998603016e+03 9.999998354028494241e-01 1.000000011209734696e+00 1.000000041346138069e+00 9.999999653733743221e-01
-1.854399999998602652e+03 9.999998532193016265e-01 1.000000004052464586e+00 1.000000054811041039e+00 9.999999775993737572e-01
-1.852799999998602289e+03 9.999999014154745680e-01 9.999999852706422665e-01 1.000000046549603283e+00 9.999999954548415282e-01
-1.851199999998601925e+03 9.999999648549638964e-01 9.999999585102765653e-01 1.000000032432473596e+00 1.000000012135595195e+00
-1.849599999998601561e+03 1.000000004165188638e+00 9.999999310947257358e-01 1.000000014879808719e+00 1.000000023610690514e+00
-1.847999999998601197e+03 1.000000027949033088e+00 9.999999152887176779e-01 9.999999948100556368e-01 1.000000022340560957e+00
-1.846399999998600833e+03 1.000000048076790771e+00 9.999999098936981357e-01 9.999999736800522232e-01 1.000000005679047010e+00
-1.844799999998600470e+03 1.000000078434129636e+00 9.999998947080425138e-01 9.999999728853614656e-01 9.999999813178778174e-01
-1.843199999998600106e+03 1.000000106606132366e+00 9.999998771261425778e-01 9.999999914358677078e-01 9.999999689157130778e-01
-1.841599999998599742e+03 1.000000115161481240e+00 9.999998652161263824e-01 1.000000015446556700e+00 9.999999762303702910e-01
-1.839999999998599378e+03 1.000000122953282000e+00 9.999998702141559281e-01 1.000000031199922423e+00 9.999999978564125813e-01
-1.838399999998599014e+03 1.000000134552441633e+00 9.999998875166891121e-01 1.000000043458894039e+00 1.000000009804952184e+00
-1.836799999998598651e+03 1.000000155863608908e+00 9.999999042367697655e-01 1.000000074087225244e+00 9.999999887345784044e-01
-1.835199999998598287e+03 1.000000170205224581e+00 9.999999209457132165e-01 1.000000106900732044e+00 9.999999588476239376e-01
-1.833599999998597923e+03 1.000000180776170922e+00 9.999999143590349027e-01 1.000000124085382636e+00 9.999999482134042106e-01
-1.831999999998597559e+03 1.000000182684229966e+00 9.999998869896584708e-01 1.000000098976314256e+00 9.999999860684706254e-01
-1.830399999998597195e+03 1.000000162185846087e+00 9.999998556218543388e-01 1.000000045672096327e+00 1.000000044244024888e+00
-1.828799999998596832e+03 1.000000126479775542e+00 9.999998310315939554e-01 1.000000003667869564e+00 1.000000084391252653e+00
-1.827199999998596468e+03 1.000000079724833624e+00 9.999998265712131129e-01 9.999999888496773348e-01 1.000000096079221912e+00
-1.825599999998596104e+03 1.000000022909481201e+00 9.999998413574440193e-01 1.000000007779168865e+00 1.000000070282702103e+00
-1.823999999998595740e+03 9.999999362071059217e-01 9.999998657504733934e-01 1.000000020065865192e+00 1.000000028472201485e+00
-1.822399999998595376e+03 9.999998619822396684e-01 9.999998774114514655e-01 1.000000013750728112e+00 9.999999934716499173e-01
-1.820799999998595013e+03 9.999998432152611416e-01 9.999998717842780716e-01 1.000000012072725264e+00 9.999999915491845082e-01
-1.819199999998594649e+03 9.999998738930017117e-01 9.999998643865046777e-01 1.000000020916052446e+00 1.000000013369013008e+00
-1.817599999998594285e+03 9.999999164767799931e-01 9.999998623664422270e-01 1.000000036818653903e+00 1.000000028962325649e+00
-1.815999999998593921e+03 9.999999301092377113e-01 9.999998648288674907e-01 1.000000046674655252e+00 1.000000018112620292e+00
-1.814399999998593557e+03 9.999999185934714818e-01 9.999998637247164979e-01 1.000000051724648120e+00 1.000000005143872439e+00
-1.812799999998593194e+03 9.999998928314528523e-01 9.999998602063878694e-01 1.000000048358106408e+00 9.999999990811297979e-01
-1.811199999998592830e+03 9.999998638475231516e-01 9.999998592823291510e-01 1.000000035524206243e+00 9.999999777803236789e-01
-1.809599999998592466e+03 9.999998366917484116e-01 9.999998578055685483e-01 1.000000022079214235e+00 9.999999394639034200e-01
-1.807999999998592102e+03 9.999998385087681685e-01 9.999998697056128316e-01 1.000000027162099014e+00 9.999998915044822079e-01
-1.806399999998591738e+03 9.999998998752047674e-01 9.999998948133916876e-01 1.000000058623093935e+00 9.999998508293743704e-01
-1.804799999998591375e+03 9.999999898278225663e-01 9.999999209411816192e-01 1.000000093184743033e+00 9.999998219505307206e-01
-1.803199999998591011e+03 1.000000059807914399e+00 9.999999309912754875e-01 1.000000117616930195e+00 9.999998204429434434e-01
-1.801599999998590647e+03 1.000000067276422877e+00 9.999999154159431303e-01 1.000000125247114235e+00 9.999998454558783889e-01
-1.799999999998590283e+03 1.000000041239674342e+00 9.999999041242546571e-01 1.000000104924068767e+00 9.999998827637605059e-01
-1.798399999998589919e+03 1.000000009501250009e+00 9.999999186099933768e-01 1.000000065342130151e+00 9.999999243722705877e-01
-1.796799999998589556e+03 1.000000011681980494e+00 9.999999470042267857e-01 1.000000035325177672e+00 9.999999506228898216e-01
-1.795199999998589192e+03 1.000000064172757774e+00 9.999999853758457791e-01 1.000000021740553358e+00 9.999999580604068683e-01
-1.793599999998588828e+03 1.000000117267154209e+00 1.000000026040864132e+00 1.000000022252912180e+00 9.999999475601543120e-01
-1.791999999998588464e+03 1.000000147804853468e+00 1.000000059572434319e+00 1.000000023269677740e+00 9.999999375429964310e-01
-1.790399999998588100e+03 1.000000141680432497e+00 1.000000083827002229e+00 1.000000025862721076e+00 9.999999437229131205e-01
-1.788799999998587737e+03 1.000000111050598051e+00 1.000000099201527437e+00 1.000000037557014165e+00 9.999999469128446616e-01
-1.787199999998587373e+03 1.000000078474528875e+00 1.000000103400612739e+00 1.000000046088510341e+00 9.999999438742119828e-01
-1.785599999998587009e+03 1.000000074378767811e+00 1.000000082451497407e+00 1.000000043933706007e+00 9.999999309052116647e-01
-1.783999999998586645e+03 1.000000093544153090e+00 1.000000051897881548e+00 1.000000015317937363e+00 9.999999357719754345e-01
-1.782399999998586281e+03 1.000000101944394038e+00 1.000000026189109326e+00 9.999999756893960257e-01 9.999999588220589430e-01
-1.780799999998585918e+03 1.000000103973650800e+00 1.000000012738910149e+00 9.999999497990434971e-01 9.999999945397047840e-01
-1.779199999998585554e+03 1.000000099353588245e+00 1.000000010789993787e+00 9.999999447827279120e-01 1.000000031745092777e+00
-1.777599999998585190e+03 1.000000098433780238e+00 1.000000005796291225e+00 9.999999603641493984e-01 1.000000048677691655e+00
-1.775999999998584826e+03 1.000000066068369664e+00 1.000000001084793810e+00 9.999999883177059790e-01 1.000000075432180724e+00
-1.774399999998584462e+03 9.999999967542914092e-01 9.999999968394357452e-01 1.000000017763957416e+00 1.000000115111812971e+00
-1.772799999998584099e+03 9.999999199854362475e-01 9.999999894462617833e-01 1.000000035636938067e+00 1.000000144591702833e+00
-1.771199999998583735e+03 9.999998686504342205e-01 9.999999822639603630e-01 1.000000051774873278e+00 1.000000135864861806e+00
-1.769599999998583371e+03 9.999998829809324530e-01 9.999999634626456357e-01 1.000000076554938611e+00 1.000000093652203770e+00
-1.767999999998583007e+03 9.999999462826091312e-01 9.999999309037617135e-01 1.000000106439575820e+00 1.000000028748551095e+00
-1.766399999998582643e+03 1.000000035260868669e+00 9.999998923427896313e-01 1.000000140555521666e+00 9.999999597123532258e-01
-1.764799999998582280e+03 1.000000100146511972e+00 9.999998668652471112e-01 1.000000174923737495e+00 9.999999145195447303e-01
-1.763199999998581916e+03 1.000000125619494140e+00 9.999998654973139001e-01 1.000000188476972474e+00 9.999999020061746124e-01
-1.761599999998581552e+03 1.000000115663203015e+00 9.999998825295676186e-01 1.000000177342892371e+00 9.999999158814456557e-01
-1.759999999998581188e+03 1.000000083390755856e+00 9.999999127545935451e-01 1.000000153547507598e+00 9.999999153019224485e-01
-1.758399999998580824e+03 1.000000058461748331e+00 9.999999477405056014e-01 1.000000131191852493e+00 9.999998774400327139e-01
-1.756799999998580461e+03 1.000000045349274558e+00 9.999999827753226489e-01 1.000000118530340876e+00 9.999998157329382797e-01
-1.755199999998580097e+03 1.000000056952923488e+00 1.000000002547138944e+00 1.000000126487324614e+00 9.999997749856509577e-01
-1.753599999998579733e+03 1.000000063934644912e+00 9.999999927804182898e-01 1.000000138613694078e+00 9.999997793074019148e-01
-1.751999999998579369e+03 1.000000059817051312e+00 9.999999629414434432e-01 1.000000114720074329e+00 9.999998251929909099e-01
-1.750399999998579005e+03 1.000000044793805998e+00 9.999999370937942000e-01 1.000000054212517364e+00 9.999998779973764407e-01
-1.748799999998578642e+03 1.000000029690959913e+00 9.999999300998839713e-01 9.999999800838227371e-01 9.999998979747758421e-01
-1.747199999998578278e+03 1.000000026479940685e+00 9.999999434923796393e-01 9.999999302930602241e-01 9.999998974047752398e-01
-1.745599999998577914e+03 1.000000018414260561e+00 9.999999538065043048e-01 9.999999150473573017e-01 9.999999071891507718e-01
-1.743999999998577550e+03 9.999999992466644949e-01 9.999999494874503014e-01 9.999999256497582589e-01 9.999999369229426449e-01
-1.742399999998577186e+03 9.999999552249366763e-01 9.999999347654360271e-01 9.999999538390118570e-01 9.999999886032604479e-01
-1.740799999998576823e+03 9.999999327403046312e-01 9.999999195703350718e-01 9.999999729831540174e-01 1.000000052209980339e+00
-1.739199999998576459e+03 9.999999481379077126e-01 9.999999213774990459e-01 9.999999647904327382e-01 1.000000124346445363e+00
